Area;BHK;Bathroom;Furnishing;Locality;Parking;Price;Status;Transaction;Type;Per_Sqft;city
22050;4;4;Semi-Furnished;Greater Kailash 1;2;51000000;Almost_ready;New_Property;Builder_Floor;30556;Black Diamond
1550;4;3;Semi-Furnished;Rohini Sector 24;1;13000000;Ready_to_move;New_Property;Builder_Floor;30556;Kirkland
1600;3;3;Semi-Furnished;Greater Kailash 1;1;30000000;Ready_to_move;New_Property;Builder_Floor;18750;Maple Valley
700;2;2;Semi-Furnished;Khanpur, Madangir;1;2400000;Ready_to_move;New_Property;Builder_Floor;18750;Burien
45;4;3;Unfurnished;Batla House, Okhla;1;5500000;Ready_to_move;New_Property;Builder_Floor;18750;Renton
4500;4;4;Semi-Furnished;New Friends Colony;2;60000000;Ready_to_move;New_Property;Builder_Floor;120000;Ravensdale
1800;4;4;Semi-Furnished;New Friends Colony;2;65000000;Ready_to_move;New_Property;Builder_Floor;120000;Seattle
6000;5;5;Semi-Furnished;Maharani Bagh, New Friends Colony;9;220000000;Ready_to_move;New_Property;Builder_Floor;120000;Kirkland
4300;4;4;Unfurnished;New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served;2;60000000;Ready_to_move;Resale;Builder_Floor;120000;Covington
1700;3;3;Semi-Furnished;Friends Colony East, New Friends Colony;2;38500000;Ready_to_move;New_Property;Builder_Floor;120000;Kent
2500;3;3;Semi-Furnished;Maharani Bagh, New Friends Colony;2;50000000;Ready_to_move;Resale;Apartment;120000;Redmond
4500;4;4;Semi-Furnished;New Friends Colony;2;75000000;Ready_to_move;New_Property;Builder_Floor;120000;Bellevue
2450;4;4;Furnished;Friends Colony West, New Friends Colony;2;70000000;Ready_to_move;New_Property;Builder_Floor;120000;Seattle
10350;4;7;Semi-Furnished;Maharani Bagh, New Friends Colony;3;160000000;Ready_to_move;New_Property;Apartment;15459;Carnation
4800;3;4;Semi-Furnished;Maharani Bagh, New Friends Colony;1;85000000;Ready_to_move;Resale;Builder_Floor;15459;Bothell
1600;3;3;Semi-Furnished;New Friends Colony;2;40000000;Ready_to_move;Resale;Apartment;15459;Burien
3500;4;4;Unfurnished;New Friends Colony;2;90000000;Ready_to_move;Resale;Builder_Floor;15459;Federal Way
2100;4;5;Semi-Furnished;New Friends Colony;2;56000000;Ready_to_move;New_Property;Builder_Floor;15459;Seattle
4200;5;5;Semi-Furnished;Friends Colony East, New Friends Colony;2;135500000;Ready_to_move;New_Property;Builder_Floor;15459;Seattle
1500;3;3;Semi-Furnished;New Friends Colony;2;60000000;Ready_to_move;New_Property;Builder_Floor;15459;Carnation
8150;4;5;Unfurnished;Maharani Bagh, New Friends Colony;4;170000000;Ready_to_move;New_Property;Builder_Floor;15459;Kirkland
2200;4;4;Semi-Furnished;Kalindi Colony, Maharani Bagh, New Friends Colony;2;50000000;Ready_to_move;Resale;Builder_Floor;15459;Bellevue
3500;4;5;Semi-Furnished;New Friends Colony;2;58000000;Ready_to_move;New_Property;Builder_Floor;15459;Seattle
2070;3;3;Semi-Furnished;Friends Colony East, New Friends Colony;2;37500000;Ready_to_move;New_Property;Builder_Floor;15459;Renton
3500;3;3;Unfurnished;Maharani Bagh, New Friends Colony;1;45000000;Ready_to_move;Resale;Builder_Floor;15459;Seattle
2000;4;4;Semi-Furnished;New Friends Colony;3;70000000;Ready_to_move;New_Property;Builder_Floor;15459;Burien
2800;6;4;Semi-Furnished;Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served;2;29500000;Ready_to_move;Resale;Apartment;15459;Kirkland
2550;4;4;Unfurnished;New Friends Colony;1;60000000;Ready_to_move;Resale;Builder_Floor;23529;Kent
4500;4;4;Semi-Furnished;New Friends Colony;2;70000000;Ready_to_move;Resale;Builder_Floor;23529;Issaquah
1400;3;3;Semi-Furnished;New Friends Colony;2;50000000;Ready_to_move;New_Property;Builder_Floor;23529;Seattle
2800;4;5;Semi-Furnished;New Friends Colony;2;75000000;Ready_to_move;New_Property;Builder_Floor;23529;Seattle
2700;4;4;Semi-Furnished;New Friends Colony Floors, New Friends Colony;2;52500000;Ready_to_move;New_Property;Builder_Floor;23529;Seattle
4500;4;4;Semi-Furnished;New Friends Colony;2;55000000;Ready_to_move;Resale;Builder_Floor;23529;Kirkland
7200;4;4;Semi-Furnished;Maharani Bagh, New Friends Colony;2;120000000;Ready_to_move;Resale;Builder_Floor;16667;Redmond
3500;5;5;Semi-Furnished;Kailash Colony, Greater Kailash;1;70000000;Ready_to_move;New_Property;Builder_Floor;20000;Woodinville
2200;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;2;47500000;Ready_to_move;New_Property;Builder_Floor;20000;Clyde Hill
2200;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;1;40000000;Ready_to_move;New_Property;Builder_Floor;20000;Seattle
3500;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;3;85000000;Ready_to_move;New_Property;Builder_Floor;20000;Seattle
1440;3;3;Semi-Furnished;Kailash Colony, Greater Kailash;3;26000000;Ready_to_move;New_Property;Builder_Floor;20000;Seattle
3150;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;3;35000000;Ready_to_move;Resale;Builder_Floor;11111;Federal Way
900;2;2;Semi-Furnished;Kailash Colony, Greater Kailash;3;20000000;Ready_to_move;Resale;Builder_Floor;11111;Issaquah
3690;4;5;Semi-Furnished;Kailash Colony, Greater Kailash;3;79000000;Almost_ready;New_Property;Builder_Floor;21409;Renton
1200;3;2;Semi-Furnished;Kailash Colony, Greater Kailash;3;17000000;Ready_to_move;Resale;Builder_Floor;21409;Seattle
4500;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;2;47500000;Ready_to_move;Resale;Builder_Floor;95000;Seattle
2799;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;2;43000000;Ready_to_move;New_Property;Builder_Floor;15363;Redmond
1350;3;3;Unfurnished;Kailash Colony, Greater Kailash;1;26000000;Ready_to_move;New_Property;Builder_Floor;19259;Renton
1200;3;3;Unfurnished;Kailash Colony, Greater Kailash;1;25000000;Ready_to_move;New_Property;Builder_Floor;20833;Seattle
2177;4;5;Semi-Furnished;Kailash Colony, Greater Kailash;2;51000000;Ready_to_move;New_Property;Builder_Floor;20833;Seattle
1500;3;3;Semi-Furnished;Kailash Colony, Greater Kailash;2;40000000;Ready_to_move;New_Property;Builder_Floor;20833;Issaquah
1600;3;3;Unfurnished;Kailash Colony, Greater Kailash;1;22500000;Ready_to_move;Resale;Builder_Floor;20833;Kent
4500;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;1;70000000;Ready_to_move;New_Property;Builder_Floor;20833;Renton
2150;4;4;Unfurnished;Kailash Colony, Greater Kailash;2;45000000;Ready_to_move;New_Property;Builder_Floor;20930;Seattle
2107;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;2;51100000;Ready_to_move;New_Property;Apartment;20930;Algona
1150;3;3;Semi-Furnished;Kailash Colony, Greater Kailash;1;25500000;Ready_to_move;New_Property;Builder_Floor;20930;Lake Forest Park
1240;3;3;Unfurnished;Kailash Colony, Greater Kailash;2;26500000;Ready_to_move;New_Property;Builder_Floor;20930;Woodinville
1000;2;2;Unfurnished;Kailash Colony, Greater Kailash;1;15000000;Ready_to_move;Resale;Builder_Floor;20930;Auburn
4500;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;2;55000000;Ready_to_move;Resale;Builder_Floor;20930;Seattle
1150;3;3;Semi-Furnished;Kailash Colony, Greater Kailash;2;26000000;Ready_to_move;New_Property;Builder_Floor;20930;Seattle
2000;4;4;Semi-Furnished;Kailash Colony, Greater Kailash;2;38000000;Ready_to_move;Resale;Builder_Floor;20930;Issaquah
4500;4;5;Semi-Furnished;Kailash Colony, Greater Kailash;2;72500000;Ready_to_move;Resale;Builder_Floor;20930;Seattle
3000;4;5;Semi-Furnished;Kailash Colony, Greater Kailash;4;65000000;Ready_to_move;New_Property;Builder_Floor;20930;Kent
1425;3;3;Semi-Furnished;Naveen Shahdara, Shahdara;1;9300000;Ready_to_move;Resale;Builder_Floor;6526;Maple Valley
440;2;2;Unfurnished;Shahdara;1;2700000;Ready_to_move;Resale;Apartment;6526;Seattle
1017;2;2;Furnished;Vishwas Nagar, Shahdara;1;6500000;Ready_to_move;New_Property;Builder_Floor;6526;Burien
650;2;2;Semi-Furnished;DDA RPS Flats, Mansarowar Park, Shahdara;1;5800000;Ready_to_move;Resale;Apartment;6526;Seattle
950;3;2;Semi-Furnished;Shahdara;1;5500000;Ready_to_move;Resale;Apartment;6526;Kirkland
810;3;2;Semi-Furnished;Yamuna Vihar, Shahdara;1;6000000;Ready_to_move;Resale;Builder_Floor;6526;Kirkland
750;2;2;Unfurnished;Balbir Nagar, Shahdara;1;4500000;Ready_to_move;Resale;Builder_Floor;6526;Seattle
990;2;2;Semi-Furnished;Shahdara;2;4100000;Ready_to_move;Resale;Builder_Floor;6526;Auburn
800;3;2;Semi-Furnished;Ram Nagar, Shahdara;2;3800000;Ready_to_move;Resale;Builder_Floor;6526;Seattle
675;2;1;Unfurnished;Shahdara;1;3300000;Ready_to_move;Resale;Apartment;6526;Seattle
558;2;1;Unfurnished;Rohtash Nagar, Shahdara;1;2900000;Ready_to_move;New_Property;Builder_Floor;6526;Seattle
445;2;1;Unfurnished;Ram Nagar Extension, Shahdara;1;2000000;Ready_to_move;Resale;Builder_Floor;6526;Seattle
360;2;1;Unfurnished;Maujpur, Shahdara;1;1550000;Ready_to_move;New_Property;Builder_Floor;6526;Duvall
1350;4;3;Semi-Furnished;Mansarowar Park, Shahdara;1;11300000;Ready_to_move;New_Property;Builder_Floor;6526;Mercer Island
850;3;2;Semi-Furnished;Gorakh Park West, Shahdara;1;4500000;Ready_to_move;Resale;Builder_Floor;6526;Federal Way
846;2;1;Unfurnished;Shivnam Apartment, Shahdara;1;3300000;Ready_to_move;New_Property;Apartment;3901;Seattle
1300;4;3;Furnished;Mansarowar Park, Shahdara;1;11500000;Ready_to_move;New_Property;Builder_Floor;3901;Sammamish
900;3;2;Semi-Furnished;Ram Nagar Extension, Shahdara;1;6000000;Almost_ready;New_Property;Builder_Floor;3901;Mercer Island
1050;3;2;Semi-Furnished;Hans Apartments, Vishwas Nagar, Shahdara;1;9000000;Ready_to_move;Resale;Apartment;3901;Seattle
850;2;2;Furnished;Jyoti Colony, Shahdara;1;4500000;Ready_to_move;Resale;Builder_Floor;3901;Algona
1650;4;3;Furnished;Shahdara;1;14000000;Almost_ready;New_Property;Apartment;3901;Issaquah
1150;2;2;Semi-Furnished;Ahinsha Vatika, Ram Nagar, Shahdara;1;7300000;Ready_to_move;Resale;Apartment;6347;Skykomish
495.1394;1;1;Furnished;Shahdara;1;1900000;Ready_to_move;Resale;Builder_Floor;41304;Kirkland
1053;3;2;Furnished;Naveen Shahdara, Shahdara;4;7000000;Ready_to_move;Resale;Builder_Floor;41304;Seattle
540;2;1;Furnished;Yamuna Vihar, Shahdara;1;2700000;Ready_to_move;New_Property;Apartment;5000;Kent
747;2;2;Furnished;Yamuna Vihar, Shahdara;1;6500000;Ready_to_move;Resale;Builder_Floor;8701;Kent
720;2;1;Unfurnished;Yamuna Vihar, Shahdara;1;4000000;Ready_to_move;Resale;Builder_Floor;5556;Issaquah
376.7365;1;1;Semi-Furnished;Yamuna Vihar, Shahdara;1;3000000;Ready_to_move;New_Property;Apartment;85715;Seattle
1125;2;2;Unfurnished;Yamuna Vihar, Shahdara;1;5000000;Ready_to_move;Resale;Builder_Floor;4444;Kent
713;2;2;Semi-Furnished;Yamuna Vihar, Shahdara;1;6000000;Ready_to_move;New_Property;Builder_Floor;4444;Kent
360;1;1;Unfurnished;Yamuna Vihar, Shahdara;1;2500000;Ready_to_move;Resale;Builder_Floor;6944;Normandy Park
900;2;2;Semi-Furnished;Yamuna Vihar, Shahdara;1;6500000;Ready_to_move;Resale;Apartment;7222;Seattle
713;3;1;Unfurnished;Yamuna Vihar, Shahdara;1;8000000;Ready_to_move;Resale;Apartment;11220;Redmond
504;2;1;Furnished;Yamuna Vihar, Shahdara;1;2700000;Ready_to_move;Resale;Builder_Floor;5357;Kent
70;1;2;Unfurnished;Yamuna Vihar, Shahdara;1;4500000;Ready_to_move;Resale;Apartment;5357;Seattle
850;3;2;Furnished;Yamuna Vihar, Shahdara;1;5700000;Ready_to_move;Resale;Builder_Floor;6706;Seattle
2430;4;3;Furnished;Yamuna Vihar, Shahdara;1;25000000;Ready_to_move;Resale;Builder_Floor;10288;Bellevue
2475;3;3;Furnished;Yamuna Vihar, Shahdara;1;70000000;Ready_to_move;Resale;Builder_Floor;28283;Kent
2970;7;4;Furnished;Yamuna Vihar, Shahdara;1;26500000;Ready_to_move;Resale;Builder_Floor;8923;Auburn
2250;3;2;Furnished;Yamuna Vihar, Shahdara;1;18500000;Ready_to_move;Resale;Builder_Floor;8222;Federal Way
1500;5;3;Furnished;Yamuna Vihar, Shahdara;1;30000000;Ready_to_move;Resale;Builder_Floor;20000;Seattle
1512;2;2;Furnished;Yamuna Vihar, Shahdara;1;22000000;Ready_to_move;Resale;Builder_Floor;14550;Kent
400;2;2;Furnished;mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar;1;9000000;Ready_to_move;Resale;Builder_Floor;14550;Seattle
2160;3;3;Furnished;Yamuna Vihar, Shahdara;1;65000000;Ready_to_move;Resale;Builder_Floor;30093;Seattle
630;3;2;Furnished;Yamuna Vihar, Shahdara;1;22500000;Ready_to_move;Resale;Builder_Floor;35714;Sammamish
324;6;3;Furnished;Yamuna Vihar, Shahdara;1;8700000;Ready_to_move;Resale;Builder_Floor;35714;Seattle
720;6;5;Furnished;Yamuna Vihar, Shahdara;1;22000000;Ready_to_move;Resale;Builder_Floor;35714;Seattle
675;4;2;Furnished;Yamuna Vihar, Shahdara;2;18500000;Ready_to_move;Resale;Builder_Floor;35714;Redmond
700;2;1;Furnished;Yamuna Vihar, Shahdara;2;16000000;Ready_to_move;New_Property;Builder_Floor;22857;Bellevue
675;4;3;Furnished;Yamuna Vihar, Shahdara;2;16000000;Ready_to_move;Resale;Builder_Floor;22857;Seattle
720;4;2;Furnished;Yamuna Vihar, Shahdara;2;9000000;Ready_to_move;Resale;Builder_Floor;12500;Seattle
850;2;2;Furnished;Jyoti Colony, Shahdara;1;4500000;Ready_to_move;Resale;Builder_Floor;12500;Woodinville
990;3;2;Unfurnished;Laxmi Nagar;1;4000000;Ready_to_move;Resale;Apartment;4040;Woodinville
420;2;1;Semi-Furnished;Laxmi Nagar;1;2600000;Ready_to_move;New_Property;Builder_Floor;4040;Seattle
450;2;1;Semi-Furnished;Laxmi Nagar;1;3500000;Ready_to_move;Resale;Builder_Floor;7778;Tukwila
1000;2;2;Unfurnished;Laxmi Nagar;1;7500000;Ready_to_move;Resale;Apartment;7778;Redmond
900;3;2;Semi-Furnished;Laxmi Nagar;1;7000000;Ready_to_move;Resale;Builder_Floor;7778;Seattle
800;3;2;Semi-Furnished;Laxmi Nagar;1;4500000;Ready_to_move;New_Property;Builder_Floor;7778;Kirkland
720;3;3;Semi-Furnished;Laxmi Nagar;2;5500000;Ready_to_move;Resale;Builder_Floor;7778;Seattle
450;2;1;Semi-Furnished;Laxmi Nagar;2;2700000;Ready_to_move;New_Property;Builder_Floor;7778;Federal Way
675;2;2;Furnished;Laxmi Nagar;2;2400000;Ready_to_move;Resale;Builder_Floor;32000;Renton
1700;4;3;Unfurnished;Laxmi Nagar;2;11500000;Ready_to_move;New_Property;Builder_Floor;32000;Des Moines
550;2;2;Unfurnished;Guru Angad Nagar West, Laxmi Nagar;2;3600000;Ready_to_move;New_Property;Builder_Floor;32000;Burien
387;1;2;Unfurnished;Guru Angad Nagar West, Laxmi Nagar;2;1700000;Ready_to_move;New_Property;Builder_Floor;32000;Mercer Island
450;2;1;Unfurnished;Lalita Park, Laxmi Nagar;2;2500000;Ready_to_move;Resale;Apartment;32000;Seattle
900;4;2;Furnished;Laxmi Nagar;1;6600000;Ready_to_move;Resale;Builder_Floor;32000;Snoqualmie
500;2;1;Semi-Furnished;Laxmi Nagar;1;3700000;Ready_to_move;Resale;Builder_Floor;32000;Redmond
441;2;1;Unfurnished;Krishan Kunj, Laxmi Nagar;1;3500000;Ready_to_move;Resale;Apartment;32000;Algona
800;3;2;Semi-Furnished;Lalita Park, Laxmi Nagar;1;5400000;Ready_to_move;Resale;Builder_Floor;32000;Seattle
450;2;2;Semi-Furnished;Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia;1;2550000;Ready_to_move;New_Property;Builder_Floor;5666;Renton
1000;3;3;Furnished;Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain;1;12500000;Ready_to_move;Resale;Builder_Floor;5666;Seattle
715;2;2;Unfurnished;Laxmi Nagar;1;5600000;Ready_to_move;Resale;Apartment;5666;Burien
600;2;2;Unfurnished;Laxmi Nagar;1;7000000;Ready_to_move;Resale;Builder_Floor;11667;Seattle
540;2;1;Unfurnished;Laxmi Nagar;1;3500000;Ready_to_move;Resale;Builder_Floor;11667;Seattle
312;4;4;Furnished;Bank Enclave, Laxmi Nagar;1;35000000;Ready_to_move;Resale;Apartment;112179;Seattle
810;3;2;Semi-Furnished;Laxmi Nagar;1;9000000;Ready_to_move;Resale;Builder_Floor;11111;Kenmore
270;1;1;Semi-Furnished;Guru Angad Nagar West, Laxmi Nagar;1;2300000;Ready_to_move;Resale;Builder_Floor;11111;Seattle
900;3;2;Semi-Furnished;Laxmi Nagar;1;6000000;Ready_to_move;Resale;Builder_Floor;11111;Seattle
1000;3;2;Unfurnished;Laxmi Nagar;1;6000000;Ready_to_move;Resale;Apartment;11111;Woodinville
950;3;2;Furnished;Uttam Nagar Floors, Uttam Nagar;1;4370000;Ready_to_move;New_Property;Apartment;4600;Renton
1000;3;2;Unfurnished;Virat Residency, Dwarka Mor;1;4620000;Ready_to_move;New_Property;Apartment;4620;Issaquah
540;2;2;Semi-Furnished;Adarsh Homes, Dwarka Mor;1;3000000;Ready_to_move;New_Property;Apartment;5000;Seattle
540;2;2;Semi-Furnished;Kushwaha Homes, Uttam Nagar;1;3300000;Ready_to_move;New_Property;Apartment;6111;Auburn
1000;3;2;Semi-Furnished;Partap Homes, Bhagwati Vihar, Uttam Nagar;1;5510000;Almost_ready;New_Property;Builder_Floor;6111;Covington
500;2;2;Semi-Furnished;Dwarka Mor;1;3200000;Ready_to_move;New_Property;Builder_Floor;6111;Vashon
540;2;2;Semi-Furnished;Uttam Nagar West;1;2600000;Ready_to_move;New_Property;Builder_Floor;6111;Woodinville
780;3;2;Semi-Furnished;Uttam Nagar;1;4000000;Ready_to_move;New_Property;Builder_Floor;6111;Sammamish
450;2;1;Semi-Furnished;Uttam Nagar West;1;1850000;Ready_to_move;New_Property;Builder_Floor;6111;Federal Way
360;1;1;Semi-Furnished;Uttam Nagar;1;1700000;Ready_to_move;New_Property;Builder_Floor;6111;Renton
900;3;2;Semi-Furnished;SB Residency, Dwarka Mor;1;2800000;Ready_to_move;New_Property;Builder_Floor;6111;Issaquah
495;2;2;Semi-Furnished;Uttam Nagar West;1;2150000;Ready_to_move;New_Property;Builder_Floor;6111;Lake Forest Park
1200;4;3;Semi-Furnished;SB Residency, Dwarka Mor;1;6800000;Ready_to_move;New_Property;Builder_Floor;6111;Seattle
1000;3;2;Semi-Furnished;Uttam Nagar;1;6200000;Ready_to_move;New_Property;Builder_Floor;6111;Seattle
620;2;2;Semi-Furnished;Uttam Nagar;1;3100000;Ready_to_move;New_Property;Builder_Floor;6111;Sammamish
680;3;2;Semi-Furnished;Dwarka Mor;1;3400000;Ready_to_move;New_Property;Builder_Floor;6111;Seattle
805;2;2;Unfurnished;Kiran Garden, Uttam Nagar;1;4000000;Ready_to_move;Resale;Builder_Floor;6111;Fall City
729;2;2;Semi-Furnished;Mohan Garden, Razapur Khurd;1;4800000;Ready_to_move;Resale;Builder_Floor;6584;Issaquah
540;2;2;Semi-Furnished;Uttam Nagar;1;2500000;Ready_to_move;New_Property;Builder_Floor;6584;Seattle
360;1;1;Semi-Furnished;Uttam Nagar;1;2000000;Ready_to_move;New_Property;Builder_Floor;6584;Snoqualmie
550;2;2;Semi-Furnished;Uttam Nagar West;1;1900000;Ready_to_move;New_Property;Builder_Floor;6584;Kirkland
1001;3;2;Furnished;Mitya Homes, Dwarka Mor;1;5800000;Ready_to_move;New_Property;Builder_Floor;5794;Seattle
450;2;2;Unfurnished;Dwarka Mor;1;2900000;Ready_to_move;Resale;Builder_Floor;5794;Renton
550;2;1;Semi-Furnished;Uttam Nagar West;1;2000000;Ready_to_move;New_Property;Builder_Floor;5794;Seattle
550;2;2;Semi-Furnished;Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served;1;2600000;Ready_to_move;New_Property;Builder_Floor;5794;Bellevue
675;2;1;Unfurnished;Uttam Nagar;1;2900000;Ready_to_move;Resale;Builder_Floor;5794;Auburn
585;2;2;Unfurnished;Uttam Nagar;1;3200000;Ready_to_move;Resale;Builder_Floor;5794;Federal Way
810;3;2;Semi-Furnished;New Uttam Nagar, Uttam Nagar;1;5400000;Ready_to_move;Resale;Builder_Floor;5794;Kent
765;3;2;Semi-Furnished;Dwarka Mor;1;3800000;Ready_to_move;Resale;Builder_Floor;5794;Woodinville
4688;5;4;Unfurnished;The Leela Sky Villas, Patel Nagar;1;135000000;Almost_ready;New_Property;Apartment;28797;Seattle
3901;4;4;Unfurnished;The Leela Sky Villas, Patel Nagar;1;93000000;Almost_ready;New_Property;Apartment;23840;Algona
70;2;3;Furnished;Patel Nagar South, Patel Nagar;1;8200000;Ready_to_move;New_Property;Builder_Floor;23840;Issaquah
800;3;2;Unfurnished;Patel Nagar West;1;8000000;Ready_to_move;Resale;Builder_Floor;23840;Kenmore
900;3;2;Semi-Furnished;Patel Nagar West;1;9500000;Ready_to_move;Resale;Builder_Floor;23840;Seattle
1680;4;5;Semi-Furnished;Patel Nagar West;1;20000000;Ready_to_move;Resale;Builder_Floor;23840;Seattle
900;2;2;Furnished;Patel Nagar West;3;7400000;Ready_to_move;Resale;Builder_Floor;23840;Kent
2000;3;3;Semi-Furnished;Patel Nagar East, Patel Nagar;1;37500000;Ready_to_move;Resale;Apartment;23840;Woodinville
2000;4;4;Semi-Furnished;Patel Nagar West;3;15000000;Ready_to_move;Resale;Builder_Floor;7500;Kent
1900;3;3;Semi-Furnished;The Leela Sky Villas, Patel Nagar;1;55300000;Almost_ready;New_Property;Apartment;7500;Redmond
1530;3;3;Semi-Furnished;Patel Nagar East, Patel Nagar;2;26500000;Ready_to_move;Resale;Builder_Floor;7500;Bellevue
100;3;2;Semi-Furnished;Patel Nagar East, Patel Nagar;2;16000000;Ready_to_move;Resale;Apartment;160000;Redmond
900;3;2;Furnished;Patel Nagar West;2;10400000;Ready_to_move;Resale;Builder_Floor;11556;Auburn
270;1;1;Unfurnished;Patel Nagar West;2;1700000;Ready_to_move;Resale;Builder_Floor;11556;Renton
950;2;2;Semi-Furnished;Patel Nagar West;2;8000000;Ready_to_move;Resale;Builder_Floor;8421;Seattle
1800;3;3;Semi-Furnished;Patel Nagar East, Patel Nagar;2;27000000;Ready_to_move;Resale;Builder_Floor;8421;Sammamish
1500;3;3;Semi-Furnished;Patel Nagar West;2;19500000;Ready_to_move;Resale;Builder_Floor;8421;Burien
1800;3;3;Furnished;Patel Nagar East, Patel Nagar;3;50000000;Ready_to_move;Resale;Apartment;27778;Renton
1800;3;3;Unfurnished;Patel Nagar West;3;21100000;Ready_to_move;Resale;Builder_Floor;11722;Renton
2306;3;3;Unfurnished;The Leela Sky Villas, Patel Nagar;1;57000000;Almost_ready;New_Property;Apartment;24718;Seattle
850;2;3;Semi-Furnished;Patel Nagar West;1;5900000;Ready_to_move;Resale;Builder_Floor;24718;Black Diamond
140;3;2;Unfurnished;Punjabi Basti, Patel Nagar;1;12000000;Ready_to_move;New_Property;Builder_Floor;85714;North Bend
900;3;2;Unfurnished;Patel Nagar West;1;12000000;Ready_to_move;Resale;Builder_Floor;13333;Bellevue
1800;3;3;Unfurnished;Patel Nagar West;1;24000000;Ready_to_move;Resale;Apartment;13333;Sammamish
200;1;1;Semi-Furnished;Patel Nagar East, Patel Nagar;1;7000000;Ready_to_move;Resale;Apartment;13333;Bellevue
1782;3;3;Semi-Furnished;Patel Nagar East, Patel Nagar;1;15000000;Ready_to_move;Resale;Apartment;8418;Redmond
900;2;2;Furnished;Baljit Nagar, Patel Nagar;1;1500000;Ready_to_move;Resale;Builder_Floor;1667;Ravensdale
405;2;1;Semi-Furnished;Patel Nagar West;1;3950000;Ready_to_move;Resale;Apartment;1667;Ravensdale
1500;3;3;Unfurnished;Patel Nagar West;1;12500000;Ready_to_move;Resale;Builder_Floor;8333;Seattle
66;3;1;Unfurnished;Baljit Nagar, Patel Nagar;1;1600000;Ready_to_move;New_Property;Apartment;24242;Federal Way
